"ID Number","Start Day","Start Month","Start Year","End Day","End Month","End Year","Outcome","Settlement","Fatality Level","MaxDur","MinDur","HiAct","HostLev","Recip","SideA","SideB","Version"
2204,22,4,1909,4,9,1909,4,1,1,136,136,18,4,-1,1,1,2.1
2205,1,8,1916,13,4,1917,5,1,2,256,256,18,4,-1,1,1,2.1
2206,7,6,1920,-9,10,1920,5,3,0,147,117,16,4,0,1,1,2.1
2207,5,12,1925,23,12,1925,8,4,0,19,19,7,3,0,1,1,2.1
2208,12,3,1926,18,3,1926,4,3,1,7,7,18,4,-1,7,1,2.1
2209,2,4,1927,3,4,1927,8,4,0,2,2,19,4,0,1,1,2.1
2210,30,5,1927,30,8,1927,5,3,0,93,93,16,4,0,1,1,2.1
2211,8,4,1933,13,9,1933,1,2,3,159,159,18,4,-1,1,1,2.1
2212,20,5,1935,10,6,1935,4,1,0,22,22,14,3,0,1,1,2.1
2213,13,6,1935,27,6,1935,4,1,1,15,15,18,4,-1,1,1,2.1
2214,10,7,1936,30,12,1936,5,3,1,174,174,18,4,-1,1,1,2.1
2215,27,6,1958,7,7,1958,7,3,0,11,11,19,4,0,1,1,2.1
2216,7,11,1958,7,11,1958,5,3,0,1,1,19,4,0,1,1,2.1
2217,25,7,1961,7,9,1961,5,3,0,45,45,9,3,0,1,1,2.1
2218,2,4,1963,2,4,1963,5,3,0,1,1,19,4,0,1,2,2.1
2219,19,11,1961,14,8,1962,5,3,1,269,269,18,4,-1,2,2,2.1
2220,28,1,1964,27,3,1964,7,3,1,60,60,19,4,-1,1,1,2.1
2221,21,10,1970,10,11,1970,7,3,0,21,21,17,4,-1,1,1,2.1
2222,9,4,1977,10,4,1977,7,3,0,2,2,17,4,0,1,1,2.1
2223,19,11,1978,2,1,1979,4,3,0,45,45,8,3,-1,1,1,2.1
2224,9,8,1979,10,8,1979,7,1,0,2,2,17,4,-1,1,1,2.1
2225,31,8,1979,20,11,1979,5,3,0,82,82,7,3,-1,2,1,2.1
2226,13,3,1980,19,3,1980,5,3,0,7,7,8,3,0,7,1,2.1
2227,4,5,1980,4,5,1980,5,3,0,1,1,2,2,0,1,1,2.1
2228,12,5,1981,14,5,1981,7,3,0,3,3,17,4,0,1,1,2.1
2229,23,6,1982,24,1,1983,5,3,0,216,216,16,4,-1,1,2,2.1
2230,12,9,1984,19,9,1984,7,3,0,8,8,17,4,0,1,1,2.1
2231,24,11,1983,20,5,1984,5,3,-9,179,179,19,4,-1,2,2,2.1
2232,24,3,1985,7,9,1985,5,3,1,168,168,19,4,-1,2,2,2.1
2233,13,3,1986,13,3,1986,5,3,0,1,1,8,3,0,1,1,2.1
2234,16,7,1911,3,8,1911,5,3,0,19,19,8,3,0,2,1,2.1
2236,10,8,1856,12,2,1858,3,1,0,552,552,15,4,-1,1,1,2.1
2237,24,7,1981,5,9,1982,5,3,0,409,409,12,3,-1,1,2,2.1
2239,18,1,1969,20,1,1969,5,3,0,3,3,10,3,-1,1,1,2.1
2240,19,2,1970,22,2,1970,5,3,0,4,4,18,4,-1,1,1,2.1
2242,16,8,1860,16,8,1860,5,3,0,1,1,2,2,0,1,1,2.1
2243,21,1,1837,27,1,1837,8,1,0,7,7,15,4,0,1,1,2.1
2244,13,1,1954,10,11,1956,5,3,2,1033,1033,19,4,-1,1,3,2.1
2300,23,12,1893,23,12,1893,5,3,0,1,1,18,4,-1,1,1,2.1
2302,12,3,1939,16,3,1939,1,2,0,5,5,16,4,0,1,1,2.1
2303,13,8,1937,13,8,1937,5,3,0,1,1,19,4,0,1,1,2.1
2304,31,8,1937,2,9,1937,5,3,0,3,3,19,4,-1,1,1,2.1
2306,14,8,1937,14,8,1937,5,4,0,1,1,19,4,0,1,1,2.1
2307,12,8,1937,12,8,1937,5,4,0,1,1,19,4,0,1,1,2.1
2309,14,5,1908,14,5,1908,8,4,1,1,1,18,4,-1,1,1,2.1
2310,3,5,1916,4,5,1916,8,4,0,2,2,17,4,0,1,1,2.1
2311,20,11,1913,14,2,1914,8,4,0,87,87,8,3,0,1,1,2.1
2312,14,10,1913,6,12,1913,8,4,0,54,54,8,3,0,1,1,2.1
2313,29,11,1913,26,12,1913,8,4,0,28,28,8,3,0,1,1,2.1
2314,16,8,1900,7,9,1901,8,4,3,388,388,18,4,-1,2,1,2.1
2315,26,10,1986,26,4,1987,7,3,0,183,183,17,4,0,1,1,2.1
2316,-9,2,1930,10,5,1930,6,1,-9,99,63,18,4,-1,1,1,2.1
2317,-9,4,1976,-9,4,1976,5,3,0,30,1,7,3,0,1,1,2.1
2318,-9,4,1976,-9,4,1976,5,3,0,30,1,14,3,0,1,1,2.1
2319,27,1,1972,20,4,1972,5,3,0,85,85,10,3,-1,1,1,2.1
2320,-9,3,1875,-9,10,1875,5,3,0,245,185,16,4,0,1,1,2.1
2321,-9,6,1906,-9,12,1906,5,1,0,214,155,16,4,0,1,1,2.1
2322,24,1,1858,-9,5,1858,4,3,0,128,98,17,4,0,1,1,2.1
2323,13,7,1982,24,7,1982,5,3,0,12,12,19,4,-1,1,1,2.1
2325,-9,11,1979,-9,12,1979,5,1,-9,61,2,18,4,-1,1,1,2.1
2326,-9,9,1977,-9,2,1978,6,1,0,181,125,19,4,-1,1,1,2.1
2327,10,8,1976,10,8,1976,7,3,0,1,1,17,4,0,1,1,2.1
2328,-9,3,1949,24,11,1951,5,1,2,999,946,19,4,-1,1,1,2.1
2331,17,7,1958,22,10,1958,5,3,0,98,98,7,3,0,1,2,2.1
2332,15,7,1958,31,7,1958,5,3,0,17,17,10,3,0,1,1,2.1
2335,31,8,1976,6,9,1976,6,1,0,7,7,18,4,-1,1,1,2.1
2338,22,1,1901,28,2,1902,5,3,0,403,403,17,4,0,1,1,2.1
2339,11,12,1948,9,3,1949,5,1,-9,89,89,18,4,-1,1,1,2.1
2340,19,4,1948,31,5,1948,5,3,-9,43,43,14,3,-1,1,1,2.1
2341,14,7,1898,14,8,1898,4,2,0,32,32,8,3,0,1,1,2.1
2342,4,6,1902,25,11,1902,2,2,-9,175,175,18,4,-1,1,1,2.1
2343,3,4,1896,21,4,1896,7,3,0,19,19,17,4,0,1,1,2.1
2344,14,8,1962,14,8,1962,5,3,1,1,1,18,4,-1,1,1,2.1
2346,12,9,1978,27,12,1978,5,3,1,107,107,19,4,-1,1,1,2.1
2347,30,4,1981,6,6,1985,5,3,0,1499,1499,14,3,-1,1,2,2.1
2348,2,8,1982,26,1,1983,5,3,0,178,178,19,4,0,1,1,2.1
2349,28,9,1983,3,9,1984,5,3,-9,342,342,18,4,0,1,1,2.1
2350,30,4,1984,30,4,1984,5,3,0,1,1,19,4,0,1,1,2.1
2352,10,7,1985,11,7,1985,5,3,0,2,2,14,3,0,1,1,2.1
2353,7,1,1986,-9,3,1988,5,3,-9,815,785,18,4,-1,1,2,2.1
2354,31,1,1986,1,2,1986,5,3,0,2,2,7,3,0,1,1,2.1
2356,5,6,1986,5,6,1986,5,3,0,1,1,2,2,0,1,1,2.1
2357,2,7,1978,17,3,1979,6,1,-9,259,259,18,4,-1,1,1,2.1
2360,6,4,1965,24,8,1965,6,1,-9,141,141,19,4,-1,2,1,2.1
2362,12,5,1967,14,5,1967,5,3,-9,3,3,19,4,0,1,1,2.1
2363,-9,7,1918,15,2,1920,2,3,-9,595,551,19,4,-1,1,1,2.1
2364,-9,2,1920,6,4,1920,2,3,-9,66,34,19,4,-1,1,1,2.1
2365,23,11,1918,6,4,1919,2,3,-9,135,135,19,4,-1,4,1,2.1
2366,28,6,1918,12,10,1919,2,3,-9,472,472,19,4,-1,5,1,2.1
2367,1,1,1854,1,12,1854,3,2,-9,335,335,18,4,-1,1,3,2.1
2368,28,1,1887,28,1,1887,5,1,0,1,1,5,2,0,1,1,2.1
2369,20,4,1887,28,4,1887,7,1,0,9,9,17,4,0,1,1,2.1
2371,1,3,1946,16,4,1947,5,3,-9,412,412,19,4,-1,1,1,2.1
2372,23,7,1952,-9,7,1952,8,4,1,9,1,19,4,-1,1,1,2.1
2373,5,11,1969,13,1,1970,5,3,-9,70,70,19,4,0,1,1,2.1
2374,8,2,1975,7,4,1975,5,3,0,59,59,19,4,-1,1,1,2.1
2540,20,8,1985,22,8,1985,5,3,0,3,3,10,3,-1,1,1,2.1
2541,7,3,1984,7,3,1984,5,3,0,1,1,19,4,0,1,1,2.1
2542,20,10,1984,20,10,1984,5,3,0,1,1,19,4,0,1,1,2.1
2543,24,7,1985,28,11,1985,5,3,0,128,128,19,4,0,1,1,2.1
2544,19,7,1985,19,7,1985,5,3,0,1,1,19,4,0,1,1,2.1
2545,10,7,1985,13,7,1985,5,3,0,4,4,19,4,0,1,1,2.1
2546,31,5,1985,5,6,1985,5,3,1,6,6,18,4,-1,1,1,2.1
2547,30,4,1985,30,4,1985,5,3,0,1,1,19,4,0,1,1,2.1
2548,25,3,1985,25,3,1985,5,3,0,1,1,19,4,0,1,1,2.1
2549,25,3,1985,25,3,1985,5,3,0,1,1,19,4,0,1,1,2.1
2550,22,3,1985,27,3,1985,7,3,0,6,6,19,4,-1,1,1,2.1
2551,19,3,1985,19,3,1985,5,3,0,1,1,19,4,0,1,1,2.1
2552,15,3,1985,15,3,1985,5,3,0,1,1,19,4,0,1,1,2.1
2553,21,2,1985,21,2,1985,5,3,0,1,1,19,4,0,1,1,2.1
2554,20,2,1985,20,2,1985,5,3,0,1,1,19,4,0,1,1,2.1
2555,20,2,1985,20,2,1985,5,3,0,1,1,19,4,0,1,1,2.1
2557,23,9,1985,3,1,1986,5,3,0,103,103,19,4,0,1,1,2.1
2558,7,9,1985,7,9,1985,5,3,0,1,1,19,4,0,1,1,2.1
2559,29,9,1985,29,9,1985,5,3,0,1,1,19,4,0,1,2,2.1
2560,18,10,1985,18,10,1985,5,3,0,1,1,8,3,-1,1,1,2.1
2561,10,10,1985,10,10,1985,5,3,0,1,1,19,4,0,1,1,2.1
2563,1,10,1985,1,10,1985,5,3,0,1,1,19,4,0,1,1,2.1
2565,26,8,1986,26,8,1986,5,3,0,1,1,19,4,0,1,1,2.1
2566,27,8,1986,27,8,1986,5,3,0,1,1,2,2,-1,1,1,2.1
2567,16,8,1986,16,8,1986,7,3,0,1,1,19,4,0,1,1,2.1
2568,29,7,1986,29,7,1986,5,3,0,1,1,19,4,0,1,1,2.1
2570,19,5,1986,19,5,1986,5,3,0,1,1,19,4,0,1,1,2.1
2571,19,5,1986,19,5,1986,5,3,0,1,1,14,3,0,1,1,2.1
2572,26,4,1986,15,6,1986,6,1,0,51,51,16,4,0,1,1,2.1
2573,16,4,1986,16,4,1986,5,3,0,1,1,18,4,-1,1,1,2.1
2574,6,4,1986,1,5,1986,5,3,0,26,26,19,4,0,1,1,2.1
2575,2,3,1986,2,3,1986,5,3,0,1,1,19,4,0,1,1,2.1
2578,13,1,1986,14,1,1986,5,3,0,2,2,19,4,-1,1,1,2.1
2579,28,5,1986,28,5,1986,5,3,0,1,1,19,4,0,1,1,2.1
2580,6,1,1986,19,5,1986,5,3,0,134,134,19,4,0,1,1,2.1
2583,12,12,1985,17,1,1986,6,1,2,37,37,18,4,-1,1,1,2.1
2584,17,12,1985,7,3,1986,5,3,0,81,81,19,4,0,1,1,2.1
2585,20,11,1985,20,1,1986,5,3,0,62,62,19,4,0,1,1,2.1
2587,29,8,1986,29,8,1986,5,3,0,1,1,3,2,0,1,5,2.1
2588,3,9,1986,3,9,1986,5,3,0,1,1,19,4,0,1,1,2.1
2589,15,9,1986,15,9,1986,5,3,0,1,1,2,2,0,3,1,2.1
2590,30,4,1983,30,4,1983,5,3,-9,1,1,19,4,-1,1,1,2.1
2591,4,2,1986,4,2,1986,7,3,0,1,1,19,4,0,1,1,2.1
2593,18,11,1986,18,11,1986,5,3,0,1,1,19,4,0,1,1,2.1
2594,22,10,1986,22,10,1986,5,3,0,1,1,19,4,0,1,1,2.1
2595,2,10,1986,2,10,1986,5,3,0,1,1,19,4,0,1,1,2.1
2596,23,9,1986,26,11,1986,5,3,0,65,65,19,4,-1,1,1,2.1
2597,18,9,1986,22,9,1986,5,3,1,5,5,19,4,0,1,1,2.1
2598,20,3,1986,21,3,1986,5,3,0,2,2,8,3,0,1,1,2.1
2599,19,8,1986,15,12,1986,5,3,0,119,119,19,4,0,1,1,2.1
2600,10,7,1985,10,7,1985,5,1,0,1,1,19,4,0,1,1,2.1
2601,20,7,1986,23,7,1986,7,1,0,4,4,17,4,0,1,1,2.1
2602,21,6,1978,21,6,1978,5,3,1,1,1,19,4,-1,1,1,2.1
2603,11,11,1918,12,7,1920,2,1,-9,610,610,19,4,-1,1,2,2.1
2604,3,1,1919,1,2,1920,2,1,-9,395,395,19,4,-1,1,4,2.1
2605,22,11,1918,24,2,1919,2,1,1,95,95,19,4,-1,1,2,2.1
2606,30,12,1917,1,10,1920,2,3,-9,1007,1007,19,4,-1,6,1,2.1
2608,30,10,1966,31,10,1966,7,4,0,2,2,17,4,0,1,1,2.1
2610,21,11,1960,22,11,1960,5,3,0,2,2,14,3,0,1,1,2.1
2612,31,7,1960,31,7,1960,3,3,0,1,1,2,2,0,1,1,2.1
2615,11,10,1972,11,10,1972,5,3,0,1,1,19,4,0,1,1,2.1
2616,14,1,1971,24,3,1971,6,1,0,70,70,19,4,-1,1,1,2.1
2617,13,7,1973,22,7,1973,4,1,-9,10,10,18,4,-1,1,1,2.1
2619,29,4,1971,5,10,1971,6,3,1,160,160,19,4,-1,1,1,2.1
2620,21,8,1971,19,8,1972,6,1,0,365,365,17,4,-1,1,1,2.1
2621,7,7,1971,16,8,1971,6,1,0,41,41,7,3,0,1,1,2.1
2622,20,4,1971,20,4,1971,5,3,0,1,1,2,2,0,1,1,2.1
2623,25,7,1963,22,11,1963,5,3,0,121,121,10,3,0,1,1,2.1
2624,26,12,1964,6,1,1965,5,3,1,12,12,18,4,-1,1,1,2.1
2625,14,4,1949,19,7,1949,5,3,0,97,97,19,4,-1,1,1,2.1
2626,4,10,1952,2,11,1952,5,3,0,30,30,19,4,-1,1,1,2.1
2627,18,3,1956,26,3,1956,5,3,2,9,9,18,4,-1,1,1,2.1
2628,10,11,1958,2,8,1959,5,1,2,266,266,18,4,-1,1,1,2.1
2629,6,1,1962,27,4,1962,5,3,0,112,112,7,3,-1,1,1,2.1
2630,16,10,1963,16,10,1963,5,3,0,1,1,2,2,0,1,1,2.1
2631,-9,1,1965,30,6,1965,5,1,4,181,122,18,4,-1,1,1,2.1
2632,-9,4,1966,-9,8,1966,5,3,0,153,94,13,3,0,1,1,2.1
2633,-9,3,1969,30,3,1969,5,3,1,30,1,18,4,-1,1,1,2.1
2634,12,8,1969,17,3,1970,5,1,0,218,218,19,4,-1,1,1,2.1
2635,20,12,1969,21,12,1969,5,3,-9,2,2,18,4,-1,1,1,2.1
2637,15,7,1970,15,7,1970,5,3,0,1,1,2,2,0,1,1,2.1
2638,5,5,1972,5,5,1972,6,1,3,1,1,18,4,-1,1,1,2.1
2639,7,7,1981,3,11,1981,5,3,2,120,120,18,4,-1,1,1,2.1
2640,8,9,1982,8,9,1982,5,3,0,1,1,10,3,0,1,1,2.1
2641,20,10,1983,-9,1,1984,5,3,1,104,74,18,4,-1,1,1,2.1
2642,25,6,1984,30,8,1984,5,3,2,67,67,18,4,-1,1,1,2.1
2643,17,1,1985,7,10,1985,5,3,2,264,264,19,4,-1,1,1,2.1
2644,14,10,1986,15,11,1986,5,3,0,33,33,19,4,0,1,1,2.1
2645,18,2,1915,11,11,1918,8,3,0,1363,1363,19,4,0,1,1,2.1
2646,19,5,1918,11,11,1918,8,3,0,177,177,20,4,0,1,1,2.1
2647,23,4,1918,11,11,1918,8,3,0,203,203,20,4,0,1,1,2.1
2648,11,1,1916,11,7,1916,5,3,0,183,183,16,4,0,1,1,2.1
2649,9,2,1917,11,11,1918,8,3,0,641,641,20,4,0,1,2,2.1
2683,26,3,1887,30,4,1887,4,3,0,36,36,8,3,0,1,1,2.1
2700,-9,7,1919,25,10,1919,3,3,0,117,63,19,4,-1,1,1,2.1
2701,20,8,1919,25,10,1919,5,3,0,67,67,8,3,0,1,1,2.1
2702,-9,8,1919,25,10,1919,7,3,0,86,32,17,4,0,1,1,2.1
2703,13,9,1945,15,9,1945,4,3,0,3,3,7,3,-1,1,1,2.1
2704,6,10,1945,3,5,1946,8,4,0,210,210,16,4,0,1,1,2.1
2706,22,4,1962,-9,9,1962,5,3,-9,162,133,18,4,-1,1,1,2.1
2707,15,10,1964,15,4,1965,5,3,0,183,183,14,3,-1,1,1,2.1
2708,-9,12,1965,15,1,1966,5,3,0,46,2,7,3,0,1,1,2.1
2709,26,1,1967,12,2,1967,3,3,0,18,18,19,4,-1,1,1,2.1
2710,10,8,1967,17,8,1967,7,3,0,8,8,17,4,0,1,1,2.1
2711,-9,8,1968,28,9,1968,5,3,0,59,2,14,3,-1,1,1,2.1
2712,-9,9,1973,-9,9,1973,5,3,0,30,1,14,3,0,1,1,2.1
2713,-9,12,1974,-9,12,1974,5,3,-9,31,1,18,4,-1,1,2,2.1
2714,4,7,1977,5,8,1977,5,3,0,33,33,18,4,-1,1,1,2.1
2715,11,3,1978,9,5,1978,5,3,0,60,60,19,4,-1,1,1,2.1
2716,27,1,1979,14,2,1980,5,3,1,384,384,18,4,-1,1,1,2.1
2717,5,10,1980,29,10,1980,5,3,1,25,25,18,4,-1,1,1,2.1
2718,12,7,1986,12,7,1986,5,3,1,1,1,18,4,-1,1,1,2.1
2721,12,7,1871,12,1,1872,6,1,0,185,185,16,4,0,1,1,2.1
2722,28,4,1920,23,9,1921,3,1,0,514,514,16,4,0,1,1,2.1
2724,26,2,1936,-9,4,1936,5,3,0,65,36,7,3,-1,1,1,2.1
2725,10,8,1945,10,8,1945,9,4,-9,1,1,23,5,-1,1,1,2.1
2726,-9,4,1975,18,6,1975,5,3,0,79,33,8,3,0,1,1,2.1
2727,20,5,1978,2,10,1979,5,3,0,501,501,8,3,-1,1,1,2.1
2728,12,11,1984,23,11,1984,5,3,0,12,12,9,3,-1,1,1,2.1
2729,22,4,1963,22,10,1963,5,3,0,184,184,17,4,0,1,1,2.1
2730,20,11,1962,20,11,1962,5,3,0,1,1,14,3,0,1,1,2.1
2731,19,3,1960,19,3,1960,5,3,0,1,1,2,2,0,1,1,2.1
2732,20,6,1959,20,6,1959,5,3,1,1,1,18,4,-1,1,1,2.1
2733,2,3,1916,2,3,1916,3,3,0,1,1,5,2,0,1,1,2.1
2734,10,8,1987,4,2,1988,5,3,0,179,179,19,4,0,1,1,2.1
2735,2,9,1987,2,9,1987,5,3,-9,1,1,18,4,-1,1,1,2.1
2736,29,11,1987,30,12,1987,5,3,0,32,32,10,3,0,1,1,2.1
2737,17,3,1987,17,3,1987,5,3,0,1,1,2,2,0,1,1,2.1
2738,1,4,1987,-9,6,1988,5,3,0,457,428,19,4,-1,1,1,2.1
2739,17,5,1987,18,5,1987,5,3,2,2,2,19,4,-1,1,1,2.1
2740,27,1,1987,3,7,1988,5,3,-9,524,524,19,4,-1,1,1,2.1
2741,24,9,1987,8,4,1988,5,3,0,198,198,17,4,-1,1,1,2.1
2742,1,5,1987,1,5,1987,5,3,0,1,1,9,3,0,1,1,2.1
2743,6,8,1978,8,8,1978,5,3,0,3,3,10,3,0,1,1,2.1
2744,25,7,1961,1,8,1961,1,2,0,8,8,16,4,0,1,1,2.1
2745,22,10,1988,4,11,1988,5,3,-9,14,14,19,4,0,1,1,2.1
2746,4,5,1988,18,8,1988,7,3,0,107,107,17,4,0,1,1,2.1
2747,8,8,1988,11,10,1988,5,3,0,65,65,17,4,0,1,1,2.1
2748,14,11,1988,14,11,1988,8,4,0,1,1,17,4,0,1,1,2.1
2749,20,2,1988,16,3,1988,1,2,-9,26,26,18,4,-1,1,1,2.1
2750,29,4,1988,9,12,1988,5,3,0,225,225,19,4,0,1,1,2.1
2751,18,5,1988,18,5,1988,5,3,0,1,1,19,4,0,1,1,2.1
2752,19,4,1988,19,4,1988,5,3,0,1,1,19,4,0,1,1,2.1
2753,10,10,1988,30,10,1988,5,3,0,21,21,19,4,0,1,1,2.1
2754,28,3,1988,21,7,1988,5,3,0,116,116,19,4,-1,1,1,2.1
2755,14,2,1988,14,2,1988,5,3,0,1,1,2,2,0,1,1,2.1
2756,8,8,1988,8,8,1988,5,3,0,1,1,19,4,0,1,1,2.1
2757,7,10,1988,7,10,1988,5,3,0,1,1,14,3,0,1,1,2.1
2758,14,5,1988,14,5,1988,5,3,0,1,1,19,4,0,1,1,2.1
2759,7,7,1988,7,7,1988,5,3,0,1,1,19,4,0,1,1,2.1
2760,11,12,1988,11,12,1988,5,3,1,1,1,14,3,0,1,1,2.1
2761,28,5,1988,28,5,1988,5,3,1,1,1,18,4,-1,1,1,2.1
2762,27,5,1988,27,5,1988,5,3,0,1,1,19,4,0,1,1,2.1
2763,11,6,1988,11,6,1988,5,3,0,1,1,19,4,0,1,1,2.1
2764,14,5,1988,14,5,1988,5,3,0,1,1,19,4,0,1,1,2.1
2765,21,3,1988,21,3,1988,5,3,0,1,1,19,4,0,1,1,2.1
2766,20,1,1988,20,1,1988,5,3,0,1,1,2,2,0,1,1,2.1
2767,14,5,1988,14,5,1988,5,3,0,1,1,19,4,0,1,1,2.1
2768,16,8,1988,16,8,1988,5,3,-9,1,1,18,4,-1,1,1,2.1
2769,31,1,1988,31,1,1988,5,3,0,1,1,19,4,0,1,1,2.1
2770,9,9,1988,11,10,1988,5,3,0,33,33,19,4,0,1,1,2.1
2771,29,9,1988,29,9,1988,5,3,0,1,1,14,3,0,1,1,2.1
2772,19,4,1988,19,4,1988,5,3,0,1,1,19,4,0,1,1,2.1
2773,14,4,1988,6,5,1988,7,1,0,23,23,19,4,0,1,1,2.1
2774,12,2,1988,12,2,1988,5,3,0,1,1,19,4,0,1,1,2.1
2775,30,12,1988,4,1,1989,5,3,-9,6,6,19,4,-1,1,1,2.1
2776,20,5,1987,19,2,1988,6,1,3,276,276,19,4,-1,1,1,2.1
2777,12,4,1987,4,5,1987,5,3,0,23,23,19,4,0,1,1,2.1
2778,15,3,1987,15,6,1987,4,1,0,93,93,10,3,-1,1,1,2.1
2779,1,6,1987,25,6,1987,5,3,1,25,25,19,4,-1,1,1,2.1
2780,15,4,1987,6,6,1987,5,3,0,53,53,8,3,0,1,1,2.1
2782,8,6,1987,30,9,1987,5,3,0,115,115,19,4,-1,1,1,2.1
2783,11,10,1987,11,10,1987,5,3,1,1,1,18,4,-1,1,1,2.1
2784,1,10,1987,1,10,1987,5,3,0,1,1,19,4,0,1,1,2.1
2785,20,11,1987,20,11,1987,5,3,0,1,1,19,4,0,1,1,2.1
2786,28,7,1987,28,7,1987,5,3,0,1,1,19,4,-1,1,1,2.1
2787,8,3,1987,8,3,1987,5,3,0,1,1,2,2,0,1,1,2.1
2788,21,8,1987,23,9,1987,5,3,0,34,34,19,4,0,1,1,2.1
2789,6,12,1987,14,6,1988,5,3,0,192,192,19,4,0,1,1,2.1
2790,17,12,1987,17,12,1987,5,3,0,1,1,19,4,0,1,1,2.1
2791,1,10,1987,1,10,1987,5,3,0,1,1,19,4,0,1,1,2.1
2792,2,10,1987,27,3,1988,5,3,0,178,178,19,4,0,1,1,2.1
2793,3,9,1987,2,10,1987,5,3,0,30,30,19,4,0,1,1,2.1
2794,2,9,1987,25,12,1987,5,3,0,115,115,19,4,0,1,1,2.1
2795,15,8,1987,15,8,1987,5,3,0,1,1,19,4,0,1,1,2.1
2796,22,5,1987,22,5,1987,5,3,0,1,1,19,4,0,1,1,2.1
2797,11,5,1987,20,5,1988,5,3,0,376,376,19,4,0,1,1,2.1
2798,2,8,1987,24,4,1988,5,3,0,267,267,19,4,-1,1,1,2.1
2799,-9,6,1987,27,3,1988,5,3,1,301,246,19,4,-1,1,1,2.1
2800,27,12,1987,27,12,1987,5,3,0,1,1,17,4,-1,1,1,2.1
2801,29,5,1987,29,5,1987,5,3,0,1,1,19,4,0,1,1,2.1
2802,24,7,1987,12,8,1987,5,3,-9,20,20,18,4,-1,1,1,2.1
2803,5,12,1986,5,12,1986,5,3,0,1,1,19,4,0,1,1,2.1
2804,20,10,1987,28,12,1987,6,1,2,70,70,18,4,-1,1,1,2.1
2805,3,6,1987,3,6,1987,5,3,1,1,1,18,4,-1,1,1,2.1
2806,15,1,1987,15,1,1987,5,3,-9,1,1,18,4,-1,1,1,2.1
2807,2,5,1987,2,5,1987,5,3,0,1,1,14,3,0,1,1,2.1
2808,19,6,1987,15,7,1987,5,3,0,27,27,19,4,0,1,1,2.1
2809,1,4,1987,18,4,1987,5,3,0,18,18,7,3,-1,1,1,2.1
2810,9,4,1987,25,4,1987,5,3,0,17,17,19,4,0,1,2,2.1
2811,29,4,1987,29,4,1987,5,3,0,1,1,19,4,0,1,1,2.1
2812,13,8,1987,5,9,1987,5,3,0,24,24,19,4,-1,1,1,2.1
2813,13,2,1987,24,3,1987,7,3,0,40,40,19,4,0,1,1,2.1
2814,21,9,1987,21,9,1987,5,3,0,1,1,8,3,0,2,1,2.1
2815,20,6,1987,20,6,1987,5,3,0,1,1,19,4,0,1,1,2.1
2816,15,6,1987,15,6,1987,5,3,0,1,1,19,4,0,1,1,2.1
2817,9,6,1987,29,3,1988,5,3,0,295,295,19,4,0,1,1,2.1
2818,10,9,1987,12,12,1987,5,3,0,94,94,19,4,0,1,1,2.1
2819,7,7,1987,12,11,1987,5,3,0,129,129,19,4,0,1,1,2.1
2820,20,8,1987,20,8,1987,5,3,0,1,1,19,4,0,1,1,2.1
2821,3,9,1987,15,9,1987,5,3,0,13,13,19,4,-1,1,1,2.1
2822,1,9,1987,1,9,1987,5,3,0,1,1,19,4,0,1,1,2.1
2823,30,6,1987,11,8,1987,5,3,0,43,43,19,4,-1,1,1,2.1
2824,16,12,1987,14,5,1988,5,3,0,151,151,19,4,0,1,1,2.1
2825,27,6,1987,27,6,1987,5,3,0,1,1,19,4,0,1,1,2.1
2826,21,4,1987,2,11,1987,5,3,0,196,196,19,4,-1,1,1,2.1
2827,13,9,1987,13,9,1987,5,3,0,1,1,9,3,0,1,1,2.1
2828,23,11,1987,23,11,1987,5,3,0,1,1,19,4,0,1,1,2.1
2829,3,10,1987,3,10,1987,5,3,0,1,1,2,2,0,1,1,2.1
2830,14,9,1987,14,9,1987,5,3,0,1,1,19,4,0,1,1,2.1
2831,3,1,1987,3,1,1987,7,3,0,1,1,17,4,0,1,1,2.1
2832,18,5,1987,4,8,1988,5,3,0,445,445,19,4,0,1,1,2.1
2833,14,12,1987,14,12,1987,5,3,0,1,1,19,4,0,1,1,2.1
2834,6,12,1987,2,7,1988,5,3,0,210,210,19,4,-1,1,2,2.1
2835,-9,8,1878,-9,8,1878,5,3,0,31,1,12,3,0,1,1,2.1
2836,25,5,1885,7,6,1886,3,3,-9,379,379,18,4,-1,1,1,2.1
2837,18,5,1896,6,7,1896,5,3,0,50,50,8,3,0,6,1,2.1
2838,14,2,1959,14,2,1959,5,3,0,1,1,10,3,0,1,1,2.1
2839,16,11,1959,16,11,1959,5,3,0,1,1,19,4,0,1,1,2.1
2840,17,1,1948,6,3,1948,5,3,0,50,50,19,4,-1,2,2,2.1
2841,13,6,1959,13,6,1959,5,3,0,1,1,19,4,0,1,1,2.1
2842,21,12,1956,21,12,1956,5,3,0,1,1,14,3,-1,1,1,2.1
2843,19,4,1956,19,4,1956,5,3,0,1,1,19,4,-1,1,1,2.1
2844,13,2,1956,13,2,1956,5,3,0,1,1,14,3,0,1,1,2.1
2845,13,12,1957,18,12,1957,5,3,0,6,6,17,4,-1,1,1,2.1
2846,8,6,1957,8,6,1957,5,3,0,1,1,19,4,0,1,1,2.1
2847,24,3,1955,19,11,1957,5,3,0,972,972,17,4,0,1,1,2.1
2848,14,4,1957,14,4,1957,5,3,0,1,1,17,4,0,1,1,2.1
