"ID Number","Start Day","Start Month","Start Year","End Day","End Month","End Year","Outcome","Settlement","Fatality Level","MaxDur","MinDur","HiAct","HostLev","Recip","SideA","SideB","Version"
1596,-9,9,1893,23,1,1894,7,3,0,145,94,17,4,-1,1,1,2.1
1597,-9,4,1899,-9,10,1899,1,2,0,214,155,16,4,0,1,1,2.1
1598,-9,1,1912,13,4,1912,5,3,0,104,62,7,3,0,1,1,2.1
1599,20,9,1889,30,9,1889,5,3,0,11,11,8,3,0,1,1,2.1
1600,-9,7,1866,-9,7,1866,5,3,0,31,1,7,3,0,1,1,2.1
1601,23,12,1887,13,2,1888,4,3,0,53,53,17,4,0,1,1,2.1
1603,19,5,1949,14,8,1949,5,3,0,88,88,19,4,-1,1,1,2.1
1604,3,5,1960,21,11,1960,5,3,0,203,203,19,4,-1,1,1,2.1
1605,23,3,1970,1,6,1970,3,1,0,71,71,16,4,0,1,1,2.1
1608,6,11,1965,11,12,1965,6,1,1,36,36,18,4,-1,1,1,2.1
1609,18,8,1967,7,5,1968,5,1,0,264,264,19,4,-1,1,1,2.1
1610,-9,6,1968,-9,8,1968,5,3,-9,92,33,18,4,-1,1,1,2.1
1611,3,1,1970,18,1,1970,4,3,0,16,16,2,2,0,2,1,2.1
1612,21,12,1972,8,4,1973,3,3,1,109,109,18,4,-1,1,2,2.1
1613,7,3,1975,5,6,1975,6,1,0,91,91,19,4,0,1,1,2.1
1614,20,12,1941,20,12,1941,8,3,0,1,1,20,4,0,1,3,2.1
1617,13,3,1970,18,3,1970,9,3,-9,6,6,23,5,-1,1,1,2.1
1622,30,10,1826,30,10,1826,4,1,0,1,1,2,2,0,1,1,2.1
1623,20,1,1836,21,1,1836,7,1,0,2,2,17,4,0,1,1,2.1
1624,-9,2,1842,15,6,1842,6,1,0,135,94,16,4,0,1,1,2.1
1625,4,6,1845,16,5,1846,5,3,0,347,347,17,4,0,1,1,2.1
1627,1,8,1849,-9,6,1852,1,2,-9,1065,1036,19,4,-1,1,1,2.1
1628,-9,5,1858,27,8,1858,6,1,0,119,63,15,4,0,2,1,2.1
1629,29,11,1859,30,11,1859,7,1,0,2,2,17,4,0,1,1,2.1
1630,-9,5,1859,-9,5,1859,5,3,0,31,1,17,4,0,1,1,2.1
1631,20,12,1860,20,12,1860,5,3,0,1,1,2,2,0,1,3,2.1
1632,11,6,1872,12,6,1872,1,3,0,2,2,17,4,0,1,1,2.1
1633,27,4,1876,2,8,1876,5,3,0,98,98,17,4,-1,1,1,2.1
1635,13,7,1877,-9,11,1877,5,3,0,141,112,13,3,-1,1,1,2.1
1637,-9,1,1881,-9,7,1881,3,3,0,212,152,8,3,-1,1,2,2.1
1639,-9,10,1886,-9,4,1887,1,2,0,212,153,16,4,-1,1,1,2.1
1641,-9,2,1889,-9,2,1889,5,3,0,28,1,2,2,0,1,1,2.1
1642,14,10,1890,24,3,1891,6,1,0,162,162,7,3,-1,1,1,2.1
1643,2,2,1891,24,6,1891,5,3,0,143,143,8,3,0,2,1,2.1
1644,10,1,1895,11,3,1895,6,1,0,61,61,8,3,-1,1,2,2.1
1645,-9,1,1895,-9,7,1895,3,1,0,212,152,16,4,0,1,1,2.1
1646,11,5,1895,25,5,1895,5,3,0,15,15,14,3,0,1,1,2.1
1647,-9,6,1896,-9,12,1896,6,1,-9,214,155,18,4,-1,1,1,2.1
1648,6,12,1896,6,12,1896,7,2,0,1,1,8,3,0,1,1,2.1
1649,11,10,1897,11,10,1897,4,3,0,1,1,3,2,0,1,1,2.1
1650,-9,7,1905,6,3,1906,5,3,0,249,214,8,3,0,1,1,2.1
1652,15,8,1912,15,8,1912,5,3,0,1,1,2,2,0,1,1,2.1
1653,25,1,1911,29,2,1912,5,3,0,401,401,19,4,-1,1,1,2.1
1654,-9,8,1914,-9,9,1914,7,3,0,61,2,17,4,0,1,1,2.1
1655,1,8,1914,1,8,1914,5,3,0,1,1,10,3,0,1,1,2.1
1656,19,2,1915,11,11,1918,8,3,0,1362,1362,19,4,0,1,1,2.1
1659,6,11,1915,-9,7,1916,5,3,0,269,239,2,2,0,1,5,2.1
1660,-9,2,1917,-9,5,1917,7,1,0,120,63,17,4,0,2,1,2.1
1661,5,10,1914,27,8,1918,8,3,0,1423,1423,19,4,0,1,1,2.1
1665,6,1,1921,6,1,1921,4,1,0,1,1,2,2,0,1,1,2.1
1666,-9,5,1921,-9,5,1921,5,3,0,31,1,8,3,0,1,1,2.1
1668,-9,11,1922,-9,9,1923,4,1,0,334,276,15,4,0,1,1,2.1
1669,-9,1,1923,-9,7,1923,1,2,0,212,152,16,4,0,1,1,2.1
1670,-9,12,1925,19,1,1926,5,3,0,50,2,8,3,0,1,1,2.1
1671,1,12,1926,15,1,1927,5,3,0,46,46,8,3,0,1,1,2.1
1672,28,10,1927,31,10,1927,6,1,0,4,4,8,3,0,1,3,2.1
1673,6,2,1926,6,2,1926,5,3,0,1,1,2,2,0,1,1,2.1
1674,8,2,1927,30,4,1927,5,3,0,82,82,17,4,-1,1,1,2.1
1677,-9,7,1933,-9,1,1934,4,3,0,215,155,15,4,-1,1,1,2.1
1681,-9,2,1881,-9,2,1881,5,3,0,28,1,2,2,0,1,1,2.1
1683,-9,7,1883,28,5,1884,5,3,0,333,276,19,4,-1,1,1,2.1
1684,8,8,1939,-9,2,1940,5,3,0,205,178,7,3,0,1,1,2.1
1685,14,9,1939,17,9,1939,5,3,-9,4,4,18,4,-1,1,1,2.1
1686,29,8,1939,-9,9,1939,5,3,0,33,4,10,3,0,1,1,2.1
1687,29,7,1940,7,8,1940,5,3,0,10,10,14,3,-1,1,1,2.1
1693,1,6,1942,22,6,1942,5,3,0,22,22,19,4,0,1,1,2.1
1694,25,1,1942,-9,8,1945,5,3,-9,1315,1285,18,4,-1,1,2,2.1
1695,-9,2,1944,19,3,1944,5,3,0,48,3,19,4,0,1,1,2.1
1696,-9,3,1944,-9,5,1944,5,3,0,92,32,19,4,0,1,1,2.1
1698,15,2,1947,3,4,1947,5,3,0,48,48,16,4,0,2,1,2.1
1701,16,6,1952,16,9,1952,5,3,0,93,93,19,4,-1,1,1,2.1
1702,-9,8,1952,30,10,1952,7,3,0,91,32,17,4,0,1,1,2.1
1703,30,6,1952,26,10,1952,5,3,1,119,119,19,4,-1,4,1,2.1
1705,7,9,1954,7,9,1954,7,3,0,1,1,17,4,0,1,1,2.1
1706,31,5,1957,17,6,1958,6,1,2,383,383,18,4,-1,1,1,2.1
1707,2,7,1958,1,11,1958,5,3,0,123,123,16,4,-1,1,1,2.1
1708,21,5,1959,7,9,1959,5,3,-9,110,110,19,4,-1,1,1,2.1
1709,28,12,1959,30,12,1959,5,3,1,3,3,19,4,-1,1,1,2.1
1710,10,1,1960,10,1,1960,5,3,-9,1,1,19,4,-1,1,1,2.1
1711,-9,3,1960,28,5,1960,5,3,2,89,32,18,4,-1,1,1,2.1
1713,22,7,1966,30,12,1966,7,1,0,162,162,17,4,0,1,1,2.1
1714,27,3,1866,31,3,1866,5,3,0,5,5,8,3,0,1,1,2.1
1715,18,5,1967,10,10,1967,5,3,1,146,146,18,4,-1,1,1,2.1
1717,26,6,1969,30,11,1969,5,3,-9,158,158,10,3,-1,1,1,2.1
1718,2,8,1971,8,8,1971,4,4,0,7,7,7,3,0,3,1,2.1
1720,-9,2,1976,-9,2,1976,5,3,0,28,1,19,4,0,1,1,2.1
1723,26,5,1919,14,10,1920,6,1,-9,508,508,18,4,-1,1,1,2.1
1724,4,4,1917,22,6,1917,8,3,0,80,80,19,4,0,1,1,2.1
1725,-9,3,1914,-9,2,1915,5,3,0,365,308,19,4,0,1,1,2.1
1726,-9,5,1916,-9,5,1916,7,3,0,31,1,17,4,0,1,1,2.1
1728,23,11,1975,24,11,1975,5,3,0,2,2,2,2,-1,1,1,2.1
1732,-9,3,1915,-9,9,1915,7,3,0,214,155,17,4,0,1,1,2.1
1733,22,2,1932,25,2,1932,5,3,0,4,4,17,4,0,1,1,2.1
1734,2,1,1911,10,3,1911,5,3,0,68,68,19,4,0,2,2,2.1
1735,25,9,1825,26,9,1825,5,3,2,2,2,18,4,-1,1,1,2.1
1736,-9,5,1924,-9,11,1924,5,3,0,214,155,10,3,0,1,1,2.1
1737,16,8,1916,16,8,1916,5,3,0,1,1,5,2,0,1,1,2.1
1739,-9,7,1888,-9,7,1888,5,3,0,31,1,13,3,0,1,1,2.1
1740,15,7,1839,29,8,1841,4,3,0,777,777,16,4,0,1,1,2.1
1742,14,1,1959,14,1,1959,5,3,0,1,1,2,2,0,1,1,2.1
1743,29,11,1857,25,10,1858,7,1,0,331,331,17,4,-1,1,1,2.1
1745,14,2,1956,14,2,1956,5,3,-9,1,1,19,4,0,1,1,2.1
1746,28,9,1960,28,9,1960,5,3,0,1,1,19,4,0,1,1,2.1
1749,21,1,1940,23,1,1940,5,3,0,3,3,17,4,0,1,1,2.1
1750,6,5,1876,30,5,1876,4,3,0,25,25,8,3,0,1,1,2.1
1752,6,7,1826,6,7,1826,4,2,0,1,1,8,3,0,1,1,2.1
1753,3,9,1833,11,12,1833,7,1,0,100,100,17,4,-1,1,1,2.1
1755,-9,5,1852,-9,6,1852,3,3,0,61,2,8,3,0,1,1,2.1
1757,-9,10,1856,-9,1,1857,4,4,0,123,63,8,3,0,1,1,2.1
1761,2,4,1861,2,4,1861,5,3,0,1,1,2,2,0,1,1,2.1
1762,-9,6,1862,5,1,1863,7,1,0,219,186,17,4,-1,1,1,2.1
1763,-9,5,1880,-9,12,1880,8,4,0,245,185,17,4,-1,1,1,2.1
1764,-9,7,1885,-9,7,1885,7,2,0,31,1,17,4,-1,1,1,2.1
1767,15,10,1908,25,10,1908,5,3,0,11,11,8,3,0,1,1,2.1
1769,26,7,1914,2,8,1914,5,3,0,8,8,14,3,-1,1,1,2.1
1771,18,7,1911,19,7,1911,5,3,0,2,2,8,3,0,1,1,2.1
1772,24,12,1911,24,12,1911,7,3,0,1,1,17,4,0,1,1,2.1
1773,8,8,1914,-9,2,1915,5,3,2,205,178,18,4,-1,1,1,2.1
1774,30,10,1914,11,11,1918,8,3,0,1474,1474,19,4,-1,1,1,2.1
1775,2,6,1915,-9,7,1915,5,3,0,60,30,10,3,-1,1,1,2.1
1776,25,4,1917,17,10,1917,5,3,0,176,176,2,2,0,1,1,2.1
1777,-9,4,1918,19,7,1919,4,1,2,475,428,18,4,-1,1,1,2.1
1778,6,6,1920,28,7,1920,3,1,-9,53,53,19,4,0,1,1,2.1
1779,1,4,1922,29,7,1922,3,3,0,120,120,7,3,-1,1,1,2.1
1780,24,8,1923,24,9,1923,6,1,0,32,32,7,3,0,1,1,2.1
1781,18,12,1925,28,2,1926,3,1,-9,73,73,19,4,-1,1,1,2.1
1783,18,4,1940,1,8,1940,5,3,0,106,106,19,4,-1,1,1,2.1
1785,2,8,1941,8,12,1941,1,2,-9,129,129,19,4,-1,1,1,2.1
1786,6,12,1941,6,12,1941,5,3,0,1,1,20,4,0,1,1,2.1
1787,18,1,1942,22,8,1942,5,3,0,217,217,20,4,-1,1,1,2.1
1788,13,9,1943,18,9,1943,5,3,0,6,6,7,3,-1,1,1,2.1
1789,27,11,1943,28,11,1943,5,3,0,2,2,19,4,-1,1,1,2.1
1790,18,12,1944,5,7,1945,2,3,-9,200,200,18,4,-1,1,1,2.1
1792,-9,4,1946,7,12,1946,5,1,3,251,216,18,4,-1,1,1,2.1
1793,14,5,1948,31,10,1948,2,1,6,171,171,22,5,-1,5,1,2.1
1796,9,2,1959,15,8,1959,5,3,1,188,188,18,4,-1,1,1,2.1
1797,28,6,1960,31,7,1960,6,1,-9,34,34,18,4,-1,1,1,2.1
1799,-9,1,1961,-9,9,1961,7,1,0,273,214,17,4,0,1,1,2.1
1800,1,8,1865,12,2,1866,4,3,0,196,196,7,3,0,1,1,2.1
1801,2,5,1961,25,11,1961,4,3,0,208,208,8,3,0,1,1,2.1
1803,28,5,1963,14,6,1963,7,3,0,18,18,17,4,0,1,1,2.1
1804,11,11,1965,23,8,1966,5,3,0,286,286,9,3,-1,1,2,2.1
1805,9,1,1967,-9,2,1967,7,3,0,51,24,17,4,0,1,1,2.1
1806,18,1,1968,28,4,1969,5,3,-9,467,467,18,4,-1,2,2,2.1
1807,10,10,1968,28,2,1969,7,1,0,142,142,17,4,0,1,1,2.1
1808,26,1,1973,26,1,1973,6,1,0,1,1,8,3,-1,1,2,2.1
1809,26,6,1975,28,6,1975,7,3,0,3,3,17,4,0,1,1,2.1
1810,25,11,1919,30,12,1919,5,3,0,36,36,8,3,0,1,1,2.1
1825,12,12,1937,12,12,1937,5,3,-9,1,1,19,4,0,1,2,2.1
1900,31,3,1961,31,3,1961,7,1,0,1,1,17,4,0,1,1,2.1
2000,11,5,1953,23,9,1953,5,3,2,136,136,18,4,-1,1,1,2.1
2001,20,9,1953,29,10,1953,3,1,3,40,40,18,4,-1,1,1,2.1
2002,27,5,1960,27,5,1960,5,3,0,1,1,9,3,0,1,1,2.1
2003,27,4,1866,27,4,1866,5,3,0,1,1,2,2,0,1,1,2.1
2004,-9,12,1885,-9,12,1885,5,3,0,31,1,2,2,0,1,1,2.1
2005,4,2,1903,4,2,1903,5,3,0,1,1,2,2,0,1,1,2.1
2006,2,10,1949,27,2,1950,7,1,0,149,149,17,4,0,1,1,2.1
2007,18,10,1949,16,11,1949,7,3,0,30,30,17,4,-1,1,1,2.1
2008,5,6,1950,15,7,1950,5,3,0,41,41,19,4,-1,1,1,2.1
2009,17,8,1950,24,8,1950,5,3,0,8,8,18,4,-1,1,1,2.1
2010,23,11,1950,23,11,1950,5,3,1,1,1,18,4,-1,1,1,2.1
2012,-9,12,1850,-9,1,1851,4,3,0,62,2,16,4,-1,1,1,2.1
2013,-9,8,1838,-9,8,1838,4,2,0,31,1,16,4,0,1,1,2.1
2014,6,12,1864,6,12,1864,5,3,0,1,1,2,2,0,1,1,2.1
2015,12,6,1966,13,6,1966,5,3,0,2,2,19,4,0,1,1,2.1
2016,5,5,1969,5,5,1969,5,3,0,1,1,7,3,0,1,1,2.1
2017,25,2,1970,21,3,1970,5,3,0,25,25,10,3,0,1,1,2.1
2018,16,10,1953,28,10,1953,5,3,0,13,13,19,4,-1,1,1,2.1
2019,11,2,1957,11,2,1957,5,3,0,1,1,2,2,0,1,1,2.1
2020,21,7,1948,21,10,1948,5,3,0,93,93,19,4,0,1,1,2.1
2021,14,12,1949,14,12,1949,5,3,0,1,1,14,3,0,1,1,2.1
2022,15,2,1952,7,3,1952,5,3,0,22,22,10,3,0,1,1,2.1
2023,28,3,1954,5,4,1954,5,3,0,9,9,19,4,-1,1,1,2.1
2024,3,3,1955,29,3,1955,5,3,0,27,27,19,4,-1,1,1,2.1
2025,20,9,1957,20,9,1957,5,3,0,1,1,7,3,0,1,1,2.1
2027,26,11,1961,27,11,1961,7,1,0,2,2,17,4,0,1,1,2.1
2028,25,8,1960,27,8,1960,5,3,0,3,3,19,4,-1,1,1,2.1
2029,27,12,1960,6,1,1961,5,3,0,11,11,14,3,-1,1,1,2.1
2030,22,9,1960,19,10,1960,7,3,0,28,28,17,4,-1,1,1,2.1
2031,16,2,1964,16,3,1964,5,3,0,30,30,19,4,-1,1,1,2.1
2032,11,5,1955,11,5,1955,5,3,0,1,1,18,4,-1,1,1,2.1
2033,23,7,1954,27,7,1954,5,3,-9,5,5,18,4,-1,1,1,2.1
2034,23,7,1954,23,7,1954,5,3,0,1,1,19,4,0,1,1,2.1
2035,1,8,1953,2,9,1953,5,3,0,33,33,14,3,0,1,1,2.1
2036,24,6,1953,-9,7,1953,7,3,0,38,8,17,4,0,1,1,2.1
2037,19,1,1955,19,1,1955,5,3,0,1,1,19,4,0,1,1,2.1
2038,27,8,1958,27,8,1958,5,3,0,1,1,14,3,0,1,1,2.1
2040,-9,2,1920,28,2,1920,6,1,0,28,1,12,3,0,1,1,2.1
2041,16,2,1949,25,2,1949,6,1,0,10,10,14,3,0,1,1,2.1
2042,3,5,1957,23,6,1957,5,3,0,52,52,7,3,0,1,1,2.1
2043,3,11,1866,3,11,1866,4,2,0,1,1,8,3,0,1,1,2.1
2044,19,6,1875,3,3,1876,6,1,0,259,259,7,3,-1,1,1,2.1
2045,-9,3,1876,16,3,1876,4,2,0,16,1,8,3,0,1,1,2.1
2046,27,7,1890,25,8,1890,5,3,0,30,30,8,3,0,1,1,2.1
2047,-9,2,1911,5,3,1911,7,1,0,33,2,17,4,-1,1,1,2.1
2048,13,12,1921,13,12,1921,5,3,-9,1,1,19,4,0,1,1,2.1
2049,12,6,1957,13,6,1957,5,3,-9,2,2,18,4,-1,2,1,2.1
2050,9,9,1932,25,5,1933,5,3,0,259,259,7,3,0,1,2,2.1
2051,14,11,1932,14,11,1932,5,3,0,1,1,5,2,0,1,2,2.1
2052,16,2,1951,16,10,1952,5,3,1,609,609,18,4,-1,1,2,2.1
2053,26,3,1979,14,4,1982,5,3,-9,1116,1116,19,4,-1,1,2,2.1
2054,18,9,1983,30,4,1987,5,3,-9,1321,1321,18,4,-1,1,2,2.1
2055,-9,11,1842,-9,1,1843,5,3,0,92,33,8,3,0,2,1,2.1
2056,12,11,1936,12,11,1936,5,3,1,1,1,19,4,0,1,1,2.1
2059,4,7,1971,4,7,1971,5,3,0,1,1,9,3,0,1,1,2.1
2066,12,6,1965,12,6,1965,5,3,0,1,1,18,4,-1,1,1,2.1
2067,31,3,1966,24,6,1966,5,3,1,86,86,18,4,-1,1,1,2.1
2068,-9,4,1973,23,5,1973,5,3,0,53,2,13,3,-1,1,1,2.1
2069,22,2,1977,14,3,1978,2,3,6,386,386,22,5,-1,1,2,2.1
2070,14,4,1978,7,2,1979,5,3,-9,300,300,19,4,-1,1,1,2.1
2071,24,2,1980,13,6,1981,5,3,3,476,476,18,4,-1,1,1,2.1
2072,30,6,1982,13,8,1983,1,3,5,410,410,19,4,-1,1,1,2.1
2073,30,1,1984,26,5,1984,5,3,0,118,118,19,4,0,1,1,2.1
2074,20,12,1984,2,1,1985,5,3,3,14,14,18,4,-1,1,1,2.1
2075,17,9,1985,22,10,1985,5,3,2,36,36,18,4,-1,1,1,2.1
2076,-9,4,1891,-9,9,1891,5,3,0,183,125,17,4,-1,1,1,2.1
2077,-9,3,1905,-9,3,1905,5,3,0,31,1,8,3,0,1,1,2.1
2078,7,7,1909,7,7,1909,5,3,0,1,1,8,3,0,1,1,2.1
2079,3,11,1958,3,11,1958,5,3,0,1,1,14,3,0,1,1,2.1
2080,25,7,1964,29,7,1964,5,1,0,5,5,18,4,-1,1,1,2.1
2081,14,7,1977,10,2,1978,5,3,0,212,212,9,3,-1,1,1,2.1
2082,18,8,1978,9,1,1979,5,1,0,145,145,12,3,-1,1,1,2.1
2083,7,9,1980,9,2,1981,5,3,0,156,156,17,4,-1,1,1,2.1
2084,25,4,1981,29,4,1981,5,3,0,5,5,17,4,-1,1,1,2.1
2085,21,9,1981,23,2,1982,5,3,0,156,156,19,4,-1,1,1,2.1
2086,18,8,1983,18,8,1983,6,1,0,1,1,9,3,-1,1,1,2.1
2087,19,10,1984,19,10,1984,5,1,0,1,1,19,4,0,1,1,2.1
2088,16,11,1950,20,11,1950,5,3,0,5,5,13,3,-1,1,1,2.1
2089,29,6,1954,19,9,1954,5,3,0,83,83,14,3,0,1,1,2.1
2090,25,6,1955,5,11,1955,5,3,0,134,134,14,3,-1,1,1,2.1
2091,2,5,1956,2,5,1956,5,3,0,1,1,14,3,-1,1,1,2.1
2092,7,6,1956,3,10,1956,5,3,0,119,119,7,3,-1,1,1,2.1
2093,2,8,1958,26,9,1958,5,3,0,56,56,7,3,-1,1,1,2.1
2094,1,12,1962,26,12,1963,5,3,0,391,391,19,4,-1,1,1,2.1
2095,7,4,1964,4,2,1965,5,3,0,304,304,9,3,-1,1,1,2.1
2096,25,4,1965,25,4,1965,5,3,0,1,1,14,3,0,1,1,2.1
2097,17,7,1967,22,7,1967,7,3,0,6,6,17,4,0,1,1,2.1
2098,23,3,1969,23,4,1969,5,3,0,32,32,2,2,0,1,1,2.1
2099,10,12,1971,10,12,1971,5,3,0,1,1,14,3,0,1,1,2.1
2100,12,4,1973,12,4,1973,5,3,0,1,1,7,3,0,1,1,2.1
2101,27,2,1979,27,2,1979,5,3,0,1,1,10,3,0,1,1,2.1
2102,-9,12,1985,4,6,1987,5,3,-9,551,518,18,4,-1,1,1,2.1
2103,-9,12,1934,-9,1,1935,6,3,0,62,2,14,3,-1,1,1,2.1
2104,10,2,1953,10,2,1953,8,3,0,1,1,14,3,0,1,1,2.1
2105,10,2,1961,23,4,1961,5,1,0,73,73,8,3,0,1,1,2.1
2106,18,12,1965,12,1,1966,5,1,1,26,26,19,4,-1,1,1,2.1
2107,23,5,1966,23,5,1966,5,3,0,1,1,19,4,-1,1,1,2.1
2108,14,9,1969,14,9,1969,5,3,2,1,1,18,4,-1,1,1,2.1
2109,20,1,1970,5,2,1970,5,3,0,17,17,17,4,-1,1,1,2.1
2110,14,4,1971,31,5,1971,5,3,1,48,48,18,4,-1,1,1,2.1
2111,2,1,1973,3,3,1973,5,3,2,61,61,18,4,-1,1,1,2.1
2112,24,1,1974,21,5,1974,5,3,2,118,118,19,4,-1,1,1,2.1
2113,27,2,1979,19,6,1979,5,3,0,113,113,19,4,-1,1,1,2.1
2114,24,10,1979,16,4,1980,5,3,2,176,176,18,4,-1,1,1,2.1
2115,27,8,1980,20,8,1988,3,1,6,2916,2916,22,5,-1,1,1,2.1
2116,18,10,1842,26,10,1842,5,3,0,9,9,19,4,0,1,1,2.1
2117,17,6,1870,18,6,1870,4,3,0,2,2,19,4,0,1,1,2.1
2118,15,1,1984,15,1,1984,5,3,1,1,1,18,4,-1,1,1,2.1
2119,23,1,1981,6,3,1981,5,3,2,43,43,19,4,-1,1,1,2.1
2120,21,6,1977,18,1,1978,5,3,1,212,212,19,4,-1,1,1,2.1
2121,27,2,1953,13,7,1953,5,3,0,137,137,14,3,-1,1,1,2.1
2122,21,10,1950,21,10,1950,5,3,0,1,1,12,3,0,1,1,2.1
2123,-9,2,1943,-9,2,1943,5,3,0,28,1,18,4,-1,1,1,2.1
2124,11,2,1942,11,8,1942,4,2,0,182,182,16,4,0,1,1,2.1
2125,-9,4,1937,-9,12,1937,5,3,0,275,216,14,3,-1,1,1,2.1
2126,27,1,1911,28,1,1911,5,3,1,2,2,18,4,-1,1,1,2.1
2127,-9,8,1891,-9,8,1891,5,3,0,31,1,14,3,-1,1,1,2.1
2128,10,8,1886,10,8,1886,4,3,0,1,1,13,3,0,1,1,2.1
2129,-9,10,1921,-9,12,1921,5,3,0,92,32,13,3,-1,1,1,2.1
2130,-9,10,1923,-9,12,1923,5,3,0,92,32,13,3,-1,1,1,2.1
2131,-9,8,1924,-9,12,1924,5,3,0,153,93,13,3,-1,1,1,2.1
2132,26,2,1927,27,2,1927,7,3,0,2,2,17,4,-1,1,1,2.1
2133,16,1,1930,26,1,1930,5,1,1,11,11,18,4,-1,1,1,2.1
2134,-9,3,1936,9,1,1937,5,1,-9,315,277,7,3,-1,1,1,2.1
2135,-9,5,1937,-9,11,1937,1,2,0,214,155,16,4,0,1,1,2.1
2136,7,11,1974,-9,2,1975,8,3,0,114,87,10,3,0,1,1,2.1
2137,-9,3,1975,-9,3,1975,5,3,0,31,1,19,4,0,1,1,2.1
2138,20,9,1972,22,9,1972,7,3,0,3,3,19,4,-1,1,1,2.1
2139,17,4,1977,19,7,1977,5,3,0,94,94,8,3,-1,1,1,2.1
2140,24,2,1977,11,5,1977,5,3,1,77,77,18,4,-1,1,1,2.1
2141,9,10,1978,3,6,1979,2,2,6,238,238,22,5,-1,2,1,2.1
2142,1,1,1977,14,4,1977,5,3,0,104,104,14,3,-1,1,1,2.1
2143,8,1,1977,25,1,1977,5,3,0,18,18,7,3,-1,1,1,2.1
2144,4,2,1977,14,2,1977,7,1,0,11,11,17,4,0,1,1,2.1
2145,31,10,1928,31,10,1928,5,3,0,1,1,14,3,0,1,1,2.1
2146,31,10,1928,31,10,1928,5,3,0,1,1,14,3,0,1,1,2.1
2147,13,12,1928,13,12,1928,5,3,0,1,1,2,2,0,1,2,2.1
2148,26,4,1977,26,4,1977,5,3,-9,1,1,18,4,-1,1,1,2.1
2149,-9,5,1977,2,10,1977,5,3,-9,155,124,18,4,-1,1,1,2.1
2150,8,3,1977,26,5,1977,8,4,4,80,80,18,4,-1,4,5,2.1
2152,3,2,1980,15,2,1980,5,3,1,13,13,18,4,-1,1,1,2.1
2153,1,9,1964,1,9,1964,5,3,0,1,1,2,2,0,1,1,2.1
2155,31,12,1966,22,4,1967,5,3,-9,113,113,19,4,-1,1,1,2.1
2157,29,1,1963,27,2,1963,2,2,1,30,30,19,4,-1,1,1,2.1
2163,19,2,1983,19,2,1983,6,1,1,1,1,18,4,-1,1,1,2.1
2168,7,5,1871,7,5,1871,4,3,0,1,1,2,2,0,1,1,2.1
2169,24,6,1871,29,6,1871,5,3,0,6,6,7,3,0,1,1,2.1
2170,-9,11,1885,-9,11,1885,5,1,0,30,1,2,2,0,1,1,2.1
2171,16,3,1965,16,3,1965,5,3,0,1,1,2,2,-1,1,1,2.1
2172,6,11,1965,6,11,1965,5,3,0,1,1,2,2,0,1,1,2.1
2173,13,9,1974,-9,10,1974,5,3,0,49,19,13,3,0,1,1,2.1
2174,1,11,1978,1,11,1978,5,3,0,1,1,19,4,0,1,1,2.1
2175,21,3,1981,28,3,1982,5,3,0,373,373,9,3,-1,1,1,2.1
2176,1,12,1982,10,3,1984,5,3,0,466,466,19,4,-1,2,1,2.1
2177,17,10,1984,13,3,1985,5,3,-9,148,148,2,2,0,1,1,2.1
2178,2,7,1986,2,7,1986,8,4,0,1,1,8,3,0,1,1,2.1
2179,27,6,1986,31,7,1987,8,4,1,400,400,19,4,-1,1,1,2.1
2180,8,5,1951,8,5,1951,5,3,0,1,1,19,4,0,1,1,2.1
2181,19,5,1956,19,5,1956,5,3,1,1,1,19,4,0,1,1,2.1
2182,-9,12,1917,-9,12,1917,1,2,-9,31,1,18,4,-1,1,1,2.1
2183,15,7,1913,19,5,1914,4,3,0,309,309,19,4,-1,1,1,2.1
2184,30,3,1918,11,4,1918,5,3,-9,13,13,18,4,-1,1,1,2.1
2185,16,6,1919,25,2,1920,5,3,0,255,255,19,4,-1,1,1,2.1
2186,5,5,1949,10,8,1949,5,3,-9,98,98,18,4,-1,1,1,2.1
2187,7,3,1958,17,10,1961,5,3,2,1321,1321,19,4,-1,1,2,2.1
2188,2,6,1962,22,11,1962,5,3,1,174,174,18,4,-1,1,2,2.1
2189,17,5,1963,15,1,1964,5,3,1,244,244,18,4,-1,1,2,2.1
2190,14,3,1970,20,9,1971,5,3,2,556,556,18,4,-1,1,1,2.1
2191,15,2,1974,20,7,1974,5,3,1,156,156,19,4,-1,1,1,2.1
2192,28,4,1977,19,5,1978,8,4,1,387,387,19,4,-1,1,2,2.1
2193,1,3,1979,6,12,1980,5,3,1,647,647,19,4,-1,1,2,2.1
2194,7,7,1981,13,7,1982,5,3,0,372,372,18,4,-1,1,1,2.1
2195,1,2,1983,5,8,1983,5,3,0,186,186,19,4,-1,2,1,2.1
2196,13,11,1984,20,10,1985,5,3,0,342,342,18,4,-1,1,2,2.1
2198,11,8,1986,21,8,1986,5,3,0,11,11,18,4,-1,1,1,2.1
2199,-9,6,1873,-9,6,1873,5,3,0,30,1,2,2,0,1,1,2.1
2200,-9,3,1875,12,12,1875,4,3,0,287,246,16,4,0,1,1,2.1
2201,25,3,1879,20,9,1879,1,2,0,180,180,16,4,0,1,1,2.1
2202,31,7,1882,28,8,1882,5,3,0,29,29,7,3,-1,1,1,2.1
2203,-9,10,1907,20,11,1907,5,3,0,51,2,2,2,0,1,1,2.1
